Name,RUID,Gender,GPA,Permit,Car Manufacturer,License Plate,Credits
Tim Wilson,163001991,Male,1.38,Busch,Mazda,C2RFS6,10
Tim Wright,163001999,Male,1.66,Douglass,Toyota,ZOE4PC,10
Tracey Burgess,163002029,Female,1.48,Busch,Volvo,78THGN,10
Tracey Coleman,163002041,Female,1.57,Busch,Mazda,IRVGSS,10
Tracey Forsyth,163002044,Female,1.25,Busch,Chevrolet,25Y5JP,10
Tracey Gray,163002087,Female,1.32,Livingston,Toyota,8EVGP2,10
Tracey Henderson,163002119,Female,1.44,Livingston,Honda,BZAWNY,10
Tracey Knox,163002138,Female,1.27,Douglass,Hyundai,Y4ISNF,10
Tracey Morgan,163002174,Female,1.98,Busch,Toyota,YESF69,10
Tracey Peake,163002187,Female,1.53,Busch,Lamborghini,6HR6WG,10
Tracey Rampling,163002189,Female,1.6,Busch,Honda,0BP3MX,10
Tracey Rees,163002197,Female,1.11,Cook,Ford,JBZD3C,10
Tracey Simpson,163002200,Female,1.89,Busch,Audi,NCEJTE,10
Tracey Smith,163002217,Female,1.11,Busch,Mazda,GWKF86,10
Trevor Carr,163002218,Male,1.52,Busch,Toyota,L9602E,10
Trevor Chapman,163002235,Male,1.69,Cook,Mazda,MN63UQ,10
Trevor Grant,163002256,Male,1.44,Busch,Hyundai,W5R5HS,10
Trevor Jackson,163002265,Male,1.44,Busch,Ford,13HMBJ,10
Trevor MacLeod,163002267,Male,1.46,College Avenue,BMW,ERZ7P4,10
Trevor Oliver,163002271,Male,1.08,Busch,Honda,OK4GMX,10
Trevor Pullman,163002279,Male,1.29,Busch,Chevrolet,DFJQGU,10
Trevor Reid,163002297,Male,1.91,Busch,Toyota,RSI8NO,10
Trevor Sanderson,163002320,Male,1.18,College Avenue,Honda,QHOQEC,10
Una Carr,163002325,Female,1.64,Busch,Hyundai,YQ3USY,10
Una Clark,163002331,Female,1.27,Douglass,Ford,UYM9ZO,10
Una Jones,163002335,Female,1.98,Busch,BMW,9V9Z9L,10
Una Lawrence,163002338,Female,1.08,Busch,Mazda,W2LDRI,10
Una Manning,163002349,Female,1.16,Cook,Audi,CT07O9,10
Una Morrison,163002360,Female,1.33,Douglass,Toyota,5UZQFO,10
Una Nolan,163002382,Female,1.92,Busch,Toyota,FEBPJI,10
Una Walker,163002387,Female,1.62,Busch,Toyota,260FPC,10
Una Wilson,163002400,Female,1.78,Busch,Chevrolet,ECKJBT,10
Vanessa Churchill,163002401,Female,1.58,Busch,Honda,GNA2X3,10
Vanessa Dyer,163002406,Female,1.26,Livingston,Toyota,A8B46X,10
Vanessa Edmunds,163002409,Female,1.39,Busch,Honda,XSXER9,10
Vanessa Ellison,163002416,Female,1.01,Busch,Honda,QXPWI1,10
Vanessa Grant,163002421,Female,1.71,Busch,Mazda,PV7SE8,10
Vanessa Greene,163002435,Female,1.33,Busch,Chevrolet,TBOVTX,10
Vanessa Hodges,163002451,Female,1.22,Busch,BMW,0GLQZD,10
Vanessa Hughes,163002452,Female,1.84,Busch,Ford,A3J79B,10
Vanessa James,163002455,Female,1.97,Busch,Honda,ZTP8OX,10
Vanessa McDonald,163002457,Female,1.9,Douglass,Audi,J4A048,10
Vanessa Ogden,163002461,Female,1.13,Busch,Chevrolet,PXSCTE,10
Vanessa Paige,163002464,Female,1.18,Busch,Chevrolet,4TOU5R,10
Vanessa Paterson,163002473,Female,1.21,Douglass,Toyota,AVGUSC,10
Vanessa Payne,163002477,Female,1.98,Livingston,Toyota,F1Y7ME,10
Vanessa Reid,163002479,Female,1.19,College Avenue,Toyota,CQN94N,10
Vanessa Tucker,163002500,Female,1.13,Cook,Chevrolet,0FTQVJ,10
Vanessa Welch,163002504,Female,1.4,Busch,Toyota,FB8UJ6,10
Victor Allan,163002505,Male,1.6,Douglass,BMW,NG0GSN,10
Victor Alsop,163002508,Male,1.11,Cook,Toyota,8B771L,10
Victor Cameron,163002531,Male,1.58,Busch,Ford,UNRA3K,10
Victor Fisher,163002534,Male,1.58,Livingston,Toyota,60TNL4,10
Victor Greene,163002544,Male,1.59,Busch,Hyundai,UMJS5W,10
Victor Jackson,163002551,Male,1.02,Cook,Jeep,GBXHGE,10
Victor Knox,163002553,Male,1.23,Busch,Ford,IZNHII,10
Victor Lawrence,163002554,Male,1.91,Douglass,Mazda,VPX325,10
Victor MacLeod,163002575,Male,1.24,Busch,Ford,I0TB1W,10
Victor Martin,163002577,Male,1.09,Busch,Chevrolet,Z79653,10
Victor Peters,163002584,Male,1.8,Cook,Ford,J7A65Q,10
Victor Turner,163002603,Male,1.27,Busch,Mazda,MREHOP,10
Victor Wright,163002605,Male,1.58,Douglass,Mazda,3MXL3F,10
Victoria Berry,163002607,Female,1.92,Busch,Toyota,1GW2SS,10
Victoria Churchill,163002609,Female,1.43,Busch,Toyota,5GYQPM,10
Victoria Clark,163002614,Female,1.66,Busch,Chevrolet,SQX43I,10
Victoria Hill,163002621,Female,1.75,Busch,Chevrolet,JYBWN4,10
Victoria Hunter,163002632,Female,1.59,Cook,Honda,PCEEE3,10
Victoria Lawrence,163002650,Female,1.22,Busch,Mazda,7L0QMU,10
Victoria Manning,163002672,Female,1.39,Livingston,Honda,4AL82L,10
Victoria Mitchell,163002676,Female,1.84,Busch,Ford,9O8JHM,10
Victoria Rampling,163002681,Female,1.63,Busch,Subaru,UWT2VX,10
Victoria Roberts,163002695,Female,1.02,College Avenue,Chevrolet,METXSF,10
Victoria Wright,163002714,Female,1.85,Busch,Chevrolet,FPQ3SO,10
Virginia Chapman,163002720,Female,1.26,College Avenue,Honda,RZGJ4X,10
Virginia Churchill,163002724,Female,1.26,Busch,Honda,R99TER,10
Virginia Greene,163002728,Female,1.87,Douglass,Mazda,LKVB12,10
Virginia Kelly,163002754,Female,1.72,Busch,Toyota,L6FBSS,10
Virginia Manning,163002766,Female,1.12,Busch,Honda,OPZOSO,10
Virginia Miller,163002779,Female,1.6,Livingston,BMW,VPNI95,10
Virginia Ogden,163002783,Female,1.28,Cook,Toyota,RAXDL4,10
Virginia Poole,163002784,Female,1.17,Busch,Ford,IATKXF,10
Virginia Wallace,163002813,Female,1.13,Livingston,Mazda,J5IBYX,10
Virginia Watson,163002820,Female,1.79,College Avenue,Honda,I6UR3K,10
Wanda Abraham,163002832,Female,1.32,Livingston,Chevrolet,1WUMYM,10
Wanda Buckland,163002851,Female,1.54,Cook,Ford,3EUZSL,10
Wanda Hardacre,163002856,Female,1.77,Busch,Toyota,6EBWJH,10
Wanda Ince,163002873,Female,1.35,Busch,Ford,M51CPK,10
Wanda King,163002875,Female,1.93,Douglass,Toyota,QI763Q,10
Wanda Langdon,163002881,Female,1.13,Livingston,Ford,25WBIU,10
Wanda Lawrence,163002889,Female,1.96,Livingston,Subaru,DL0CXW,10
Wanda McDonald,163002901,Female,1.33,Busch,Mazda,G6J36H,10
Wanda Poole,163002921,Female,1.22,Busch,Jeep,DKXWXB,10
Warren Coleman,163002924,Male,1.58,Livingston,Honda,UX8C3L,10
Warren Gill,163002926,Male,1.1,Busch,Mazda,TTPFFL,10
Warren Gray,163002928,Male,1.33,Cook,Ford,HTVGBG,10
Warren Greene,163002934,Male,1.43,Livingston,Jeep,K99Z5R,10
Warren Hudson,163002941,Male,1.29,Livingston,Audi,6TPJ60,10
Warren Paterson,163002943,Male,1.79,Cook,Chevrolet,EP7PGP,10
Warren Payne,163002944,Male,1.85,Busch,Hyundai,E622OT,10
Warren Thomson,163002950,Male,1.17,Busch,Jeep,SVL0S2,10
Warren Walker,163002951,Male,1.56,Busch,Ford,AU2B71,10
Warren Wright,163002958,Male,1.43,Busch,Mazda,Q9S3LK,10
Wendy Clarkson,163002962,Female,1.76,Busch,Toyota,DYOBXA,10
Wendy Mackenzie,163002975,Female,1.16,Livingston,Jeep,IGCDQN,10
Wendy MacLeod,163002977,Female,1.14,Livingston,Toyota,QHOWCI,10
Wendy May,163002989,Female,1.84,Douglass,Toyota,C1LQ0O,10
Wendy Skinner,163002991,Female,0.82,Douglass,Mazda,6NSL75,10
Wendy Vaughan,163002997,Female,0.85,Busch,Subaru,XXI98K,10
William Burgess,163002998,Male,0.86,Livingston,BMW,Z6ILPZ,10
William Chapman,163003004,Male,0.81,Busch,Chevrolet,BO796Z,10
William Edmunds,163003009,Male,0.87,Livingston,Volvo,SBG2LK,10
William Gray,163003024,Male,0.8,Livingston,Honda,E2IMF5,10
William Kerr,163003051,Male,0.75,College Avenue,BMW,4TFC9Q,10
William Oliver,163003052,Male,0.92,Cook,Honda,D1Y6VS,10
William Rees,163003053,Male,0.9,Busch,Honda,LVVE8J,10
William Smith,163003068,Male,0.92,Douglass,Toyota,K638BP,10
Yvonne Ball,163003076,Female,0.76,Busch,Toyota,Y4CWFT,10
Yvonne Brown,163003078,Female,0.99,Busch,Jeep,H7UP18,10
Yvonne Johnston,163003093,Female,0.76,Busch,Honda,U0Z69V,10
Yvonne Lambert,163003107,Female,0.76,Busch,Chevrolet,6Q5AHL,10
Yvonne May,163003113,Female,0.78,Busch,Hyundai,59SCN5,10
Yvonne Morgan,163003115,Female,0.85,Busch,Ford,LXRTE6,10
Yvonne Wallace,163003119,Female,0.94,Cook,Ford,UC8WA3,10
Zoe Abraham,163003122,Female,0.84,Busch,BMW,KP9WVR,10
Zoe Bower,163003127,Female,0.81,Cook,Toyota,I7RAJR,10
Zoe Glover,163003134,Female,0.85,Douglass,Chevrolet,ATPW76,10
Zoe Hudson,163003165,Female,0.9,Busch,Toyota,2OZJ5P,10
Zoe Kelly,163003168,Female,0.77,Livingston,Jeep,FOH0BZ,10
Zoe Mackenzie,163003193,Female,0.86,Cook,Ford,BO0SML,10
Zoe MacLeod,163003197,Female,0.91,Cook,Toyota,NN5JQF,10
Zoe Mitchell,163003203,Female,0.81,Busch,Honda,CM0TPD,10
Zoe Parsons,163003227,Female,0.84,Livingston,Ford,D26S4Q,10
Zoe Sharp,163003253,Female,0.94,Cook,Ford,NBOQ5K,10
Zoe Sutherland,163003255,Female,1,Busch,Honda,21QSXR,10
